area_type,availability,location,bath,balcony,price,total_sqft_int,bhk
0,2,26,4.0,1.0,135.0,2600.0,3
0,0,190,4.0,2.0,325.0,2500.0,3
1,0,144,1.0,1.0,35.0,630.0,2
0,0,33,2.0,2.0,48.5,1243.0,2
1,0,771,2.0,2.0,32.0,960.0,2
0,0,1065,3.0,2.0,100.0,1690.0,3
1,0,0,2.0,1.0,35.0,735.0,2
0,0,174,2.0,2.0,73.0,1365.0,2
0,0,15,5.0,0.0,300.0,2849.0,5
0,0,7,2.0,1.0,99.39,1420.0,2
0,0,104,3.0,3.0,68.0,1570.0,3
0,0,50,1.0,1.0,32.0,850.0,2
0,0,12,2.0,2.0,110.0,1575.0,3
0,0,40,2.0,2.0,104.0,1418.0,2
0,0,6,2.0,1.0,42.0,1050.0,2
0,0,11,2.0,1.0,42.6,1065.0,2
1,0,140,3.0,0.0,90.0,1340.0,3
0,0,74,3.0,2.0,92.0,1610.0,3
1,2,14,2.0,1.0,33.5,1160.0,2
0,0,101,2.0,2.0,44.0,1092.0,2
0,0,175,2.0,2.0,47.0,1194.0,2
0,0,5,3.0,1.0,61.5,1455.0,3
0,2,129,1.0,0.0,19.82,734.0,1
1,0,368,2.0,1.0,38.0,799.0,2
1,0,0,3.0,1.0,75.0,1896.0,3
0,0,128,2.0,1.0,48.0,1100.0,2
1,0,17,2.0,1.0,79.0,1350.0,2
0,0,705,3.0,1.0,61.0,1355.0,3
0,2,2,2.0,1.0,65.0,1128.0,2
2,0,394,2.0,0.0,90.0,1350.0,2
0,0,206,3.0,2.0,864.0,3875.0,3
0,0,25,3.0,2.0,82.0,1493.0,3
0,0,43,2.0,1.0,43.91,1098.0,2
0,0,26,2.0,1.0,170.0,1900.0,3
0,0,565,3.0,2.0,88.0,1460.0,3
0,0,86,4.0,3.0,285.0,2350.0,3
2,0,105,5.0,3.0,140.0,1600.0,5
0,0,32,2.0,1.0,32.0,1091.0,2
0,0,5,2.0,3.0,42.0,1180.0,2
0,2,3,3.0,1.0,76.85,1366.0,2
0,0,411,3.0,2.0,95.0,1685.0,3
1,0,30,2.0,3.0,100.0,1260.0,2
2,0,0,3.0,2.0,200.0,3010.0,3
2,0,29,4.0,1.0,140.0,1330.0,3
2,0,177,2.0,0.0,130.0,1200.0,2
0,2,0,2.0,1.0,96.17,1346.0,2
0,2,16,1.0,0.0,13.86,630.0,1
0,0,12,3.0,2.0,140.0,1850.0,3
2,0,86,2.0,0.0,423.0,2350.0,5
0,0,2,1.0,1.0,34.0,755.0,2
2,0,323,5.0,2.0,98.0,800.0,5
0,0,175,2.0,2.0,46.0,1194.0,2
0,2,0,5.0,1.5843757375501535,316.0,3850.0,3
0,2,7,4.0,2.0,365.0,4235.0,4
2,2,432,1.0,0.0,52.0,800.0,1
0,0,44,3.0,1.0,195.0,2250.0,3
0,0,72,2.0,2.0,68.0,1352.0,2
0,0,4,3.0,2.0,112.0,2002.0,3
2,0,367,5.0,1.0,280.0,4000.0,4
1,0,133,2.0,2.0,45.0,1060.0,2
0,0,3,2.0,1.0,59.0,1419.59,3
0,0,9,2.0,2.0,51.15,1196.0,2
1,2,2,2.0,2.0,35.24,1220.0,3
0,2,20,3.0,2.0,75.0,1595.0,3
0,0,26,2.0,3.0,75.0,1260.0,2
0,0,7,2.0,2.0,47.0,1100.0,2
0,0,86,2.0,2.0,140.0,1550.0,2
0,0,204,2.0,3.0,52.0,1180.0,2
2,2,2,5.0,1.0,150.0,4000.0,4
1,0,39,3.0,2.0,85.0,1662.0,3
0,0,47,2.0,1.0,60.0,1285.0,2
2,0,39,4.0,1.0,75.0,1080.0,4
0,0,94,3.0,2.0,119.0,1862.0,3
0,0,9,2.0,2.0,48.0,1419.0,2
1,2,0,3.0,2.0,43.71,1410.0,3
0,0,9,2.0,2.0,62.4,1560.0,3
2,0,974,4.0,3.0,150.0,1100.0,5
0,2,4,3.0,3.0,78.0,1634.0,3
2,0,94,5.0,3.0,627.0,5530.0,5
1,0,0,2.0,3.0,44.0,1150.0,3
0,2,350,2.0,1.5843757375501535,53.0,1100.0,2
0,2,5,3.0,1.0,65.0,1616.0,3
0,2,180,2.0,1.0,99.0,1392.0,2
0,2,34,3.0,1.0,120.0,1798.0,3
0,0,119,3.0,3.0,75.0,1675.0,3
2,0,633,2.0,1.0,70.0,792.0,2
0,0,349,4.0,1.0,103.0,2000.0,5
1,0,277,7.0,3.0,89.0,600.0,7
0,2,7,3.0,2.0,124.0,1700.0,3
0,0,51,2.0,1.0,69.0,1248.0,2
1,0,249,2.0,1.0,54.0,1147.0,2
0,0,194,2.0,2.0,40.0,1100.0,2
0,0,72,3.0,2.0,115.0,1527.0,3
2,0,346,5.0,2.0,235.0,2400.0,5
0,2,3,1.0,1.0,25.0,525.0,1
0,0,37,2.0,3.0,58.0,1100.0,2
0,2,117,2.0,2.0,37.5,1118.0,2
0,2,68,3.0,1.0,75.0,1476.0,3
1,0,893,3.0,1.0,75.0,2100.0,3
0,2,300,2.0,2.0,46.5,1215.0,3
0,0,107,2.0,1.0,79.0,1332.0,2
0,0,11,2.0,3.0,49.0,1350.0,2
2,0,114,4.0,1.0,81.0,600.0,4
0,0,13,2.0,2.0,46.0,1243.0,2
0,0,192,2.0,2.0,49.73,1105.0,2
2,0,106,2.0,1.0,200.0,1500.0,3
0,0,25,2.0,2.0,50.0,1200.0,2
0,2,53,2.0,1.0,47.4,1251.0,2
0,0,126,2.0,1.0,45.0,883.0,2
0,0,149,2.0,3.0,67.0,1400.0,3
0,0,15,3.0,3.0,260.0,1800.0,3
0,0,54,3.0,2.0,113.0,1703.0,3
0,0,186,5.0,3.0,130.0,2500.0,5
0,0,32,3.0,1.5843757375501535,71.0,1250.0,3
0,0,52,2.0,2.0,43.0,933.0,2
2,0,1127,1.0,1.0,31.7,461.82,1
0,0,59,2.0,1.0,75.0,1262.0,2
0,0,5,2.0,2.0,48.0,915.0,2
0,0,49,2.0,2.0,61.5,1370.0,3
0,0,161,2.0,3.0,55.0,1210.0,2
0,0,179,4.0,2.0,260.0,2392.0,3
2,2,1197,2.0,0.0,85.0,1500.0,3
0,0,949,2.0,3.0,50.0,1065.0,2
0,0,15,4.0,2.0,570.0,3100.0,4
0,0,29,3.0,3.0,65.0,1515.0,3
2,2,158,4.0,1.5843757375501535,110.0,1800.0,4
0,0,4,2.0,3.0,40.31,1445.0,3
0,0,6,2.0,1.0,55.0,1300.0,3
1,0,72,2.0,0.0,60.0,989.0,2
0,0,34,2.0,1.0,85.0,1300.0,2
0,2,16,2.0,2.0,30.22,1185.0,3
2,0,124,3.0,1.0,110.0,1350.0,5
0,0,8,2.0,3.0,60.0,1045.0,2
0,2,404,2.0,2.0,42.18,1205.0,2
0,0,804,2.0,1.0,75.0,1260.0,2
2,0,768,5.0,2.0,199.0,1320.0,5
0,0,140,2.0,2.0,125.0,1500.0,3
0,2,89,2.0,2.0,42.5,1250.0,3
1,2,1129,2.0,2.0,50.0,1199.0,2
0,0,11,2.0,1.0,83.09,1385.0,2
2,0,969,5.0,3.0,250.0,1222.0,6
0,0,85,2.0,1.0,75.0,1149.0,2
0,0,1,3.0,2.0,170.0,2180.0,3
2,0,41,7.0,1.0,110.0,1200.0,8
0,0,830,12.0,1.5843757375501535,525.0,12000.0,10
2,0,528,5.0,0.0,195.0,1200.0,5
0,0,51,3.0,1.0,135.0,1818.0,3
0,0,288,2.0,2.0,33.0,1070.0,2
0,0,15,3.0,2.0,241.0,1640.0,3
1,0,38,2.0,2.0,54.6,1350.0,3
1,0,16,1.0,1.0,27.0,630.0,2
0,2,18,2.0,2.0,113.0,1430.0,2
0,0,159,4.0,3.0,180.0,2430.0,3
2,0,624,7.0,3.0,220.0,1500.0,6
0,0,1,2.0,3.0,55.0,1084.0,2
0,0,11,2.0,1.0,56.0,1186.0,3
1,0,28,2.0,2.0,50.0,1255.0,2
0,0,13,5.0,3.0,240.0,3400.0,4
0,2,33,3.0,1.0,69.84,1541.0,3
0,0,120,5.0,1.0,282.0,3596.0,4
0,0,9,2.0,2.0,70.0,1295.0,2
2,0,25,4.0,3.0,110.0,1000.0,3
1,0,547,3.0,1.5843757375501535,285.0,2820.0,3
0,0,12,2.0,2.0,54.79,1370.0,3
0,0,2,2.0,1.0,40.0,1100.0,2
0,2,7,6.0,2.0,510.0,4772.0,4
0,0,15,2.0,1.0,170.0,1370.0,2
0,0,12,2.0,1.0,54.79,1370.0,3
0,0,36,2.0,2.0,62.0,1200.0,2
2,0,135,3.0,0.0,95.0,2000.0,4
1,0,63,4.0,1.5843757375501535,300.0,3500.0,4
2,0,123,4.0,3.0,240.0,1200.0,5
2,0,28,5.0,2.0,253.0,2400.0,4
0,0,1,3.0,2.0,62.0,1220.0,3
1,0,914,3.0,2.0,130.0,1950.0,3
0,0,104,2.0,3.0,73.0,1178.0,2
0,0,165,3.0,2.0,61.44,1286.0,3
0,0,22,2.0,2.0,42.0,1160.0,2
0,0,52,2.0,2.0,55.0,918.0,2
0,2,2,3.0,2.0,91.84,1563.0,3
0,2,424,2.0,1.0,62.17,1326.0,2
0,0,543,2.0,2.0,140.0,1350.0,3
0,2,7,5.0,3.0,386.0,3960.0,4
0,0,22,2.0,2.0,39.06,1240.0,2
0,0,37,2.0,2.0,50.0,1325.0,2
0,0,139,2.0,1.0,44.0,1100.0,2
0,0,206,3.0,2.0,800.0,3875.0,3
0,0,197,3.0,2.0,50.0,1605.0,3
0,0,11,5.0,3.0,515.0,5600.0,5
0,0,104,2.0,1.0,60.0,1260.0,2
0,2,18,3.0,2.0,83.09,1553.0,3
0,0,0,2.0,2.0,52.0,1280.0,2
0,0,7,2.0,2.0,75.0,1550.0,3
0,0,169,2.0,2.0,125.0,1445.0,3
0,0,191,3.0,2.0,74.0,1550.0,3
0,0,20,2.0,1.0,80.91,1515.0,3
0,2,33,2.0,1.0,86.12,1332.0,3
0,0,2,3.0,2.0,70.0,1652.0,3
0,0,54,3.0,1.0,105.0,1570.0,3
2,0,1,4.0,3.0,725.0,5400.0,4
0,0,166,1.0,1.0,60.0,794.0,1
2,0,117,2.0,0.0,62.0,1200.0,3
1,0,12,3.0,2.0,410.0,3600.0,4
2,0,83,3.0,2.0,175.0,1200.0,3
0,0,36,3.0,1.0,220.0,1650.0,4
2,0,253,2.0,1.0,85.0,600.0,4
0,0,150,3.0,2.0,250.0,2800.0,3
0,0,1,3.0,2.0,110.0,1750.0,3
1,0,7,2.0,1.0,48.0,1053.0,2
0,2,3,3.0,2.0,53.0,1100.0,3
0,0,203,3.0,3.0,70.0,1665.0,3
2,0,283,4.0,3.0,345.0,4051.0,4
2,0,42,5.0,1.0,1500.0,5500.0,4
1,0,82,3.0,2.0,80.0,1447.0,3
1,0,61,2.0,1.0,75.0,1012.0,2
0,0,161,3.0,2.0,60.0,1900.0,3
0,0,236,2.0,2.0,92.66,1308.0,2
0,0,77,4.0,1.5843757375501535,230.0,3250.0,4
0,0,27,2.0,1.0,53.0,1351.0,1
0,0,2,2.0,2.0,22.0,1000.0,2
2,0,1011,4.0,2.0,350.0,1200.0,4
0,2,135,2.0,2.0,49.11,1140.0,2
0,2,34,4.0,0.0,260.5,3181.0,4
1,0,6,2.0,1.0,55.0,1250.0,3
0,0,68,3.0,3.0,45.15,1290.0,3
0,0,94,2.0,2.0,90.0,1424.0,2
0,0,154,2.0,2.0,60.6,1320.0,3
1,0,39,3.0,2.0,85.5,1662.0,3
0,0,384,5.0,3.0,2700.0,8321.0,5
0,0,22,2.0,2.0,45.0,1200.0,2
1,0,30,3.0,1.5843757375501535,210.0,1975.0,3
0,0,154,2.0,2.0,59.5,1295.0,3
0,0,124,3.0,2.0,100.0,1777.0,3
0,2,69,3.0,1.5843757375501535,108.0,1900.0,3
0,2,108,3.0,2.0,59.1,1576.0,3
0,0,226,2.0,3.0,41.0,1020.0,2
0,0,785,3.0,3.0,170.0,2100.0,3
0,2,9,1.0,1.0,31.75,648.0,1
0,0,210,2.0,1.0,38.0,1167.0,3
2,0,751,7.0,3.0,160.0,1000.0,7
0,0,18,2.0,2.0,50.89,1220.0,2
0,0,121,5.0,1.0,327.0,2350.0,3
0,0,64,2.0,1.0,67.4,1259.0,2
1,0,55,4.0,2.0,82.0,2000.0,4
0,0,43,3.0,1.0,80.0,1800.0,3
1,0,666,3.0,2.0,160.0,1991.0,3
0,0,160,3.0,3.0,110.0,1665.0,3
1,2,317,2.0,1.0,61.0,1234.0,2
0,0,57,2.0,2.0,64.31,1340.0,3
0,0,26,2.0,2.0,46.79,1170.0,2
1,0,20,2.0,0.0,46.0,995.0,2
0,0,92,2.0,2.0,60.0,1075.0,2
0,2,2,2.0,1.0,54.5,1025.0,2
0,0,44,3.0,2.0,113.0,2721.0,3
0,0,4,3.0,2.0,99.0,2000.0,3
0,0,0,4.0,3.0,155.0,2500.0,4
0,0,177,2.0,2.0,70.0,1325.0,2
0,2,69,2.0,3.0,68.2,1314.0,2
0,2,3,3.0,2.0,136.0,2265.0,3
1,0,12,7.0,0.0,170.0,4800.0,7
0,2,5,2.0,1.0,41.0,1026.0,2
1,0,763,3.0,2.0,66.0,1200.0,3
1,0,386,4.0,2.0,65.0,2220.0,3
0,2,19,2.0,0.0,51.22,1192.5,2
0,2,7,2.0,1.0,99.39,1420.0,2
0,0,1,4.0,1.0,95.0,1888.0,3
0,2,36,2.0,1.0,90.87,1300.0,2
0,2,15,2.0,0.0,97.16,1216.0,2
2,2,1210,4.0,3.0,342.0,3000.0,4
1,0,171,3.0,2.0,63.0,1559.0,3
0,0,24,2.0,1.0,87.0,1290.0,2
2,0,1083,6.0,1.5843757375501535,245.0,2400.0,6
1,2,0,1.0,1.0,55.0,905.0,1
1,0,640,2.0,1.5843757375501535,55.0,1069.0,2
0,2,158,2.0,1.0,22.8,829.0,2
1,0,30,2.0,1.0,200.0,1900.0,2
1,0,1,3.0,2.0,60.0,1300.0,3
0,0,81,2.0,1.0,33.45,1115.0,2
0,0,15,3.0,2.0,360.0,2409.0,3
0,0,94,4.0,2.0,125.0,2150.0,3
0,2,8,2.0,1.0,69.0,1305.0,3
0,2,3,2.0,1.0,56.32,1252.0,2
2,0,83,5.0,1.5843757375501535,250.0,2400.0,5
2,2,0,2.0,1.0,46.13,1200.0,2
1,0,30,3.0,1.0,130.0,1750.0,3
0,0,14,1.0,1.0,35.0,545.0,2
2,0,1223,2.0,1.0,105.0,1375.0,2
0,0,66,2.0,2.0,66.5,1313.0,2
2,0,71,4.0,1.0,275.0,3640.0,4
0,2,304,3.0,2.0,108.0,1693.0,3
0,0,467,2.0,1.0,41.75,1160.0,2
2,0,1141,3.0,0.0,200.0,1200.0,3
0,0,66,2.0,2.0,79.0,1255.0,3
2,0,19,4.0,1.0,75.0,1000.0,4
1,0,406,2.0,1.0,45.0,900.0,2
0,0,74,3.0,2.0,90.0,1700.0,3
3,0,62,3.0,1.0,180.0,1875.0,3
3,0,6,3.0,2.0,88.0,1700.0,3
0,0,24,3.0,2.0,115.0,1749.0,3
2,0,165,3.0,1.0,65.0,1500.0,2
0,0,349,2.0,1.0,48.0,1175.0,2
1,0,39,2.0,1.0,60.0,1280.0,2
1,0,351,2.0,2.0,50.0,1200.0,2
0,0,53,2.0,2.0,115.0,1610.0,3
0,0,2,2.0,1.0,46.0,1070.0,2
2,0,41,2.0,0.0,66.0,1200.0,2
0,2,63,2.0,1.0,50.0,1127.0,2
1,0,62,2.0,1.0,102.0,1210.0,2
1,0,740,2.0,1.0,23.0,600.0,2
0,0,40,4.0,3.0,380.0,4190.0,4
0,0,444,2.0,2.0,70.0,1364.0,2
0,0,0,3.0,0.0,146.0,2268.0,4
0,0,1275,2.0,2.0,77.5,1150.0,3
0,0,523,2.0,1.0,39.5,1146.0,2
1,0,118,2.0,2.0,55.0,1345.0,2
0,0,492,2.0,2.0,41.0,1110.0,2
1,0,28,2.0,1.0,36.0,750.0,2
1,0,356,2.0,2.0,49.5,1156.0,2
0,0,232,2.0,1.0,59.8,1247.0,2
0,0,575,2.0,2.0,60.0,1058.0,2
0,0,152,2.0,1.0,48.0,950.0,2
0,0,227,2.0,0.0,35.0,420.0,2
2,0,247,2.0,2.0,90.0,600.0,4
0,2,72,2.0,1.0,103.0,1520.0,3
0,0,8,2.0,2.0,58.86,1215.0,2
1,0,429,1.0,1.0,30.0,900.0,1
0,0,11,3.0,2.0,174.0,2350.0,3
0,0,4,2.0,2.0,46.0,1050.0,2
0,0,376,3.0,2.0,150.0,1672.0,3
2,0,216,5.0,2.0,125.0,2800.0,5
0,0,504,2.0,2.0,65.0,1500.0,3
0,0,508,2.0,2.0,65.0,1400.0,2
1,0,43,4.0,2.0,130.0,2700.0,4
0,2,82,2.0,1.0,37.46,920.0,2
2,2,1,3.0,2.0,70.0,1200.0,3
1,0,555,3.0,2.0,139.0,1250.0,3
0,2,83,4.0,1.5843757375501535,153.0,1817.0,3
2,0,172,6.0,1.5843757375501535,375.0,2043.0,5
0,0,46,2.0,2.0,46.0,1140.0,2
1,0,5,4.0,1.0,450.0,4346.0,4
0,0,13,2.0,2.0,56.0,1464.0,2
0,0,310,3.0,2.0,130.0,1468.0,2
0,0,20,2.0,1.0,82.0,1555.0,3
2,0,122,4.0,2.0,110.0,1200.0,6
1,0,0,2.0,0.0,55.0,1150.0,2
0,2,203,2.0,1.0,35.0,970.0,2
0,2,26,4.0,3.0,95.0,2500.0,4
0,0,285,2.0,1.0,53.0,1166.0,2
2,0,199,3.0,1.0,317.0,2779.0,3
0,0,2,3.0,2.0,58.0,1350.0,3
1,0,706,2.0,3.0,46.0,900.0,2
0,0,12,2.0,2.0,52.0,1300.0,3
1,0,276,3.0,1.0,55.0,1190.0,3
0,0,111,2.0,2.0,75.0,1495.0,3
1,0,62,2.0,2.0,105.0,1224.0,2
0,0,109,2.0,2.0,68.0,1350.0,3
1,0,77,2.0,1.0,56.8,940.0,2
0,0,9,2.0,1.0,55.0,1100.0,2
0,0,162,2.0,2.0,61.0,1300.0,2
1,0,711,2.0,0.0,145.0,1480.0,3
0,0,18,2.0,2.0,46.37,1105.0,2
2,2,1,3.0,2.0,200.0,2600.0,3
0,2,5,3.0,2.0,76.3,1517.0,3
1,0,105,8.0,0.0,200.0,3800.0,6
0,0,48,3.0,2.0,89.75,1615.0,3
0,0,504,3.0,2.0,65.0,1500.0,3
0,0,57,3.0,1.0,50.5,1082.0,3
0,0,8,2.0,2.0,73.0,1365.0,2
0,0,2,2.0,3.0,25.0,1000.0,2
0,0,65,2.0,1.0,98.0,1392.0,2
0,2,239,2.0,1.0,33.66,1086.0,2
0,0,11,3.0,3.0,93.94,1586.0,3
1,0,47,2.0,1.0,60.0,1100.0,2
0,2,14,2.0,1.0,30.75,1065.0,2
2,0,41,2.0,1.0,120.0,1500.0,3
1,0,12,2.0,2.0,120.0,1575.0,3
0,0,11,3.0,3.0,123.0,1975.0,3
0,0,292,2.0,2.0,24.0,820.0,2
0,0,113,3.0,2.0,110.0,1745.0,3
0,0,38,2.0,1.0,60.0,1223.0,2
0,0,97,2.0,1.0,65.0,1200.0,3
0,0,141,2.0,0.0,90.0,1200.0,2
0,2,143,1.0,1.0,46.08,665.0,1
0,0,222,2.0,2.0,70.0,1351.0,2
0,2,7,3.0,1.0,83.87,1355.0,3
1,0,208,3.0,2.0,300.0,3900.0,3
0,2,4,3.0,1.0,75.55,1588.0,3
3,0,127,2.0,1.0,60.0,900.0,2
2,0,374,3.0,0.0,50.0,440.0,3
1,2,24,4.0,1.5843757375501535,260.0,3385.0,4
0,0,49,2.0,2.0,75.0,1370.0,3
2,2,0,3.0,1.0,71.8,1500.0,3
0,0,929,3.0,1.5843757375501535,285.0,2280.0,3
0,2,3,3.0,2.0,53.0,1100.0,3
1,0,18,2.0,0.0,53.0,1247.0,2
0,2,593,3.0,2.0,200.0,2000.0,3
0,2,61,2.0,1.0,68.38,1020.07,2
0,2,245,2.0,2.0,32.0,1033.0,3
1,0,258,2.0,3.0,73.0,1460.0,3
0,0,154,2.0,2.0,52.8,1150.0,2
0,0,1,5.0,1.5843757375501535,385.0,5965.0,5
0,0,119,2.0,1.0,46.0,1141.0,2
0,0,5,6.0,0.0,125.5,2912.5,4
2,0,238,4.0,3.0,325.0,4200.0,4
0,2,33,2.0,3.0,125.0,1665.0,3
0,2,68,2.0,2.0,64.0,1295.0,2
0,2,13,2.0,1.0,78.0,1230.0,2
0,0,371,2.0,2.0,75.0,1080.0,3
0,0,152,2.0,1.0,60.0,1000.0,2
0,0,133,2.0,0.0,50.0,2400.0,3
0,2,0,1.0,0.0,32.79,630.5,1
0,2,137,3.0,2.0,75.0,1708.0,3
0,0,4,3.0,2.0,115.0,1697.0,3
0,0,0,5.0,3.0,210.0,3537.0,4
0,2,33,1.0,1.0,28.29,615.0,1
1,0,26,2.0,0.0,83.0,1350.0,3
0,2,48,2.0,1.0,32.49,1083.0,2
0,0,55,2.0,2.0,65.0,1460.0,3
0,0,119,2.0,1.0,58.0,1084.0,2
0,2,82,2.0,1.0,41.43,1035.0,2
0,0,332,2.0,1.0,150.0,2400.0,3
0,0,60,1.0,1.0,21.0,460.0,1
0,0,1016,5.0,1.5843757375501535,90.0,950.0,5
0,0,0,2.0,2.0,55.9,1285.0,2
0,0,1182,16.0,1.5843757375501535,490.0,2000.0,19
2,0,23,3.0,2.0,78.0,1200.0,3
1,0,429,2.0,1.0,35.0,1070.0,2
0,0,54,3.0,2.0,140.0,1801.0,3
0,2,0,3.0,2.0,115.0,1697.0,3
0,0,219,2.0,2.0,65.0,1199.0,2
0,0,120,3.0,1.0,220.0,2300.0,3
0,0,57,2.0,3.0,64.31,1340.0,3
0,0,8,4.0,3.0,205.0,3800.0,4
2,0,52,5.0,1.5843757375501535,50.0,600.0,5
0,0,313,2.0,1.0,75.0,1125.0,2
2,0,108,2.0,1.0,67.0,1200.0,2
1,0,66,2.0,3.0,41.0,1050.0,2
1,0,38,2.0,1.0,49.0,956.0,2
0,0,23,2.0,2.0,30.0,1000.0,2
1,0,502,3.0,0.0,95.0,1596.0,3
2,0,1132,5.0,1.0,150.0,1200.0,6
0,2,3,2.0,3.0,89.06,1296.0,2
2,0,505,7.0,1.5843757375501535,170.0,1200.0,6
1,0,696,3.0,3.0,123.0,1639.0,3
0,0,14,2.0,1.0,61.25,1219.0,2
1,0,6,3.0,1.0,50.0,1200.0,3
0,0,10,2.0,1.0,73.0,1218.0,2
0,0,463,2.0,3.0,37.0,920.0,2
0,0,21,3.0,2.0,141.0,2559.0,3
0,2,231,1.0,1.0,26.0,525.0,1
0,2,10,2.0,2.0,48.51,1427.0,3
0,2,114,3.0,2.0,45.0,1270.0,3
1,0,53,2.0,3.0,65.0,920.0,2
1,0,202,3.0,2.0,68.0,2700.0,4
0,0,832,3.0,2.0,199.0,1740.0,3
1,0,29,2.0,1.5843757375501535,40.0,1355.0,3
0,0,131,2.0,2.0,90.0,1530.0,3
3,0,641,2.0,1.0,90.0,1372.0,3
0,0,233,5.0,2.0,120.0,2363.0,4
0,0,8,4.0,3.0,220.0,3895.0,4
0,2,34,3.0,2.0,131.0,1950.0,3
1,0,305,2.0,3.0,40.0,885.0,2
1,0,5,2.0,2.0,27.0,600.0,2
2,0,99,4.0,1.0,128.0,1270.0,5
2,0,72,2.0,0.0,225.0,1380.0,2
0,0,3,2.0,2.0,62.0,1339.0,2
0,0,0,2.0,1.0,36.0,1130.0,2
1,0,6,2.0,2.0,43.0,1085.0,2
1,0,21,3.0,2.0,72.0,1430.0,3
3,2,56,4.0,1.0,121.0,1451.5,4
0,0,331,5.0,1.5843757375501535,720.0,6200.0,5
0,0,319,2.0,1.0,59.6,1490.0,3
1,0,256,4.0,0.0,99.0,1650.0,4
0,0,17,2.0,2.0,57.0,1286.0,2
1,0,417,2.0,2.0,63.0,925.0,2
0,0,17,4.0,3.0,230.0,3016.0,4
1,0,13,2.0,2.0,44.0,1000.0,2
0,0,0,2.0,2.0,39.0,1215.0,2
2,0,1101,3.0,1.0,95.0,1200.0,4
0,0,85,2.0,2.0,100.0,1336.0,2
0,0,21,1.0,1.0,36.85,673.0,1
2,0,108,2.0,1.0,58.0,1200.0,2
2,0,273,7.0,2.0,63.0,600.0,6
0,0,42,3.0,3.0,160.0,1600.0,3
2,0,438,2.0,0.0,79.0,1200.0,2
2,0,62,4.0,1.0,750.0,2480.0,6
0,2,663,3.0,1.5843757375501535,270.0,2500.0,3
2,0,76,5.0,3.0,100.0,2400.0,5
0,0,166,2.0,2.0,65.0,1143.0,2
0,0,3,2.0,2.0,61.74,1470.0,2
2,0,919,3.0,2.0,145.0,1584.0,4
0,0,8,3.0,2.0,94.0,1785.0,3
0,0,30,3.0,2.0,286.0,2292.0,3
0,0,35,3.0,3.0,71.0,1460.0,3
0,0,173,2.0,3.0,80.0,1500.0,3
2,0,5,4.0,1.0,140.0,1200.0,5
1,0,144,3.0,1.5843757375501535,250.0,3300.0,5
0,0,98,2.0,2.0,48.0,1230.0,2
0,0,74,1.0,1.0,20.0,650.0,1
0,0,183,2.0,1.5843757375501535,120.0,1480.0,2
0,0,4,2.0,1.0,43.92,1220.0,2
0,0,502,3.0,1.0,115.0,1570.0,3
1,0,248,3.0,3.0,400.0,3000.0,3
0,0,177,3.0,2.0,86.91,1665.0,3
2,0,265,3.0,1.0,380.0,1350.0,3
2,0,1,5.0,2.0,600.0,4000.0,4
2,0,29,2.0,0.0,68.0,1100.0,2
0,0,138,2.0,1.0,87.01,1350.0,3
1,0,25,3.0,2.0,116.0,1719.0,3
0,0,45,1.0,1.0,35.0,664.0,1
0,2,139,2.0,1.0,50.53,1011.0,2
1,0,437,6.0,0.0,130.0,2400.0,6
0,0,323,3.0,2.0,85.0,1680.0,3
0,0,21,2.0,0.0,49.475,717.0,2
2,0,244,4.0,2.0,110.0,700.0,4
0,0,0,2.0,2.0,150.0,1520.0,3
3,0,6,2.0,2.0,53.0,1350.0,3
0,2,35,3.0,1.5843757375501535,150.0,1760.0,3
0,0,232,2.0,1.0,33.0,875.0,2
0,0,47,2.0,2.0,48.0,1231.0,2
0,0,104,2.0,3.0,74.0,1174.0,2
1,0,122,3.0,3.0,75.0,1560.0,3
0,0,322,2.0,2.0,56.0,1464.0,2
2,0,3,3.0,2.0,130.0,2200.0,3
1,0,211,2.0,2.0,55.0,850.0,2
1,0,895,3.0,1.0,180.0,1750.0,3
0,0,125,3.0,1.5843757375501535,157.0,2024.0,3
2,0,1037,1.0,0.0,160.0,1500.0,2
2,0,952,6.0,1.5843757375501535,275.0,2100.0,6
0,0,179,4.0,2.0,260.0,2408.0,3
0,0,76,2.0,1.0,44.0,1080.0,2
0,0,62,3.0,2.0,225.0,2070.0,3
1,2,2,2.0,1.0,29.46,1020.0,2
0,0,22,2.0,3.0,55.0,1500.0,3
2,0,195,5.0,1.0,158.0,1575.0,4
2,0,111,4.0,1.0,180.0,3250.0,4
0,0,6,2.0,1.0,47.0,1175.0,2
0,0,81,2.0,1.0,34.5,1030.0,2
0,2,7,2.0,1.0,115.0,1440.0,2
1,0,18,2.0,1.0,84.0,1500.0,2
2,0,4,1.0,1.0,62.1,1380.0,1
1,0,402,2.0,3.0,50.0,1200.0,2
1,0,577,1.0,2.0,36.5,705.0,1
0,0,24,5.0,2.0,155.0,2240.0,3
0,0,54,3.0,1.0,103.0,1584.01,3
0,0,1117,3.0,3.0,77.0,1340.0,3
0,0,775,3.0,2.0,70.0,1800.0,3
0,0,84,2.0,3.0,45.0,1200.0,2
0,2,1,1.0,1.0,40.0,685.0,1
0,0,249,2.0,3.0,42.0,925.0,2
0,0,630,2.0,2.0,57.0,1230.0,2
2,0,483,5.0,1.0,185.0,1200.0,5
0,0,111,2.0,1.0,52.0,1125.0,2
0,0,7,2.0,1.0,54.0,1100.0,2
